hour,predicted_trips,temp_c,precip_mm,wind_speed_ms,cloud_area_fraction,is_school_holiday,is_national_holiday
2026-07-23 04:00:00,0,11.4,0.0,2.4,0.0,1,0
2026-07-23 05:00:00,16,10.3,0.0,1.7,0.0,1,0
2026-07-23 06:00:00,86,10.6,0.0,2.3,0.0,1,0
2026-07-23 07:00:00,275,12.5,0.0,3.0,0.4,1,0
2026-07-23 08:00:00,357,14.2,0.0,3.0,1.5,1,0
2026-07-23 09:00:00,225,15.8,0.0,2.5,0.0,1,0
2026-07-23 10:00:00,214,17.4,0.0,2.1,0.0,1,0
2026-07-23 11:00:00,253,18.9,0.0,1.8,0.0,1,0
2026-07-23 12:00:00,261,20.3,0.0,1.7,0.0,1,0
2026-07-23 13:00:00,289,20.9,0.0,3.9,0.0,1,0
2026-07-23 14:00:00,330,22.0,0.0,2.9,0.0,1,0
2026-07-23 15:00:00,451,22.9,0.0,2.8,0.3,1,0
2026-07-23 16:00:00,495,23.4,0.0,2.6,1.8,1,0
2026-07-23 17:00:00,445,23.8,0.0,2.6,19.0,1,0
2026-07-23 18:00:00,369,23.8,0.0,2.6,44.1,1,0
2026-07-23 19:00:00,282,22.8,0.0,5.2,90.7,1,0
2026-07-23 20:00:00,220,21.3,0.0,4.5,98.3,1,0
2026-07-23 21:00:00,192,20.2,0.0,4.0,100.0,1,0
2026-07-23 22:00:00,178,19.2,0.0,3.7,99.0,1,0
2026-07-23 23:00:00,145,18.1,0.0,3.8,69.1,1,0
2026-07-24 00:00:00,84,17.0,0.0,3.4,37.1,1,0
2026-07-24 01:00:00,0,16.0,0.0,2.6,20.2,1,0
2026-07-24 02:00:00,0,14.9,0.0,2.2,6.8,1,0
2026-07-24 03:00:00,0,14.2,0.0,1.7,0.2,1,0
2026-07-24 04:00:00,0,14.0,0.0,1.1,48.3,1,0
2026-07-24 05:00:00,12,13.9,0.0,0.8,66.9,1,0
2026-07-24 06:00:00,68,14.2,0.0,0.7,60.7,1,0
2026-07-24 07:00:00,216,15.4,0.0,1.4,45.3,1,0
2026-07-24 08:00:00,308,17.4,0.0,2.1,52.1,1,0
2026-07-24 09:00:00,225,19.4,0.0,2.5,89.4,1,0
2026-07-24 10:00:00,205,20.8,0.0,2.7,97.1,1,0
