hour,predicted_trips,temp_c,precip_mm,wind_speed_ms,cloud_area_fraction,is_school_holiday,is_national_holiday
2026-08-16 03:00:00,0,16.7,0.0,4.8,46.7,1,0
2026-08-16 04:00:00,0,15.8,0.0,4.0,32.8,1,0
2026-08-16 05:00:00,33,15.6,0.0,4.4,52.4,1,0
2026-08-16 06:00:00,25,15.4,0.0,3.7,53.8,1,0
2026-08-16 07:00:00,43,15.5,0.0,2.4,60.3,1,0
2026-08-16 08:00:00,53,16.3,0.0,0.8,69.4,1,0
2026-08-16 09:00:00,114,17.2,0.0,0.7,76.5,1,0
2026-08-16 10:00:00,181,18.6,0.0,0.7,74.0,1,0
2026-08-16 11:00:00,275,19.8,0.0,1.0,40.5,1,0
2026-08-16 12:00:00,342,20.5,0.0,0.8,24.0,1,0
2026-08-16 13:00:00,384,21.4,0.0,1.1,53.8,1,0
2026-08-16 14:00:00,400,22.1,0.0,1.5,59.9,1,0
2026-08-16 15:00:00,419,22.4,0.0,2.7,54.3,1,0
2026-08-16 16:00:00,424,22.5,0.0,4.1,50.8,1,0
2026-08-16 17:00:00,417,22.5,0.0,3.7,43.9,1,0
2026-08-16 18:00:00,390,22.3,0.0,3.1,36.8,1,0
2026-08-16 19:00:00,323,21.5,0.0,3.4,37.0,1,0
2026-08-16 20:00:00,259,20.4,0.0,3.1,53.0,1,0
2026-08-16 21:00:00,191,19.5,0.0,2.2,67.4,1,0
2026-08-16 22:00:00,161,18.3,0.0,2.0,69.0,1,0
2026-08-16 23:00:00,109,17.2,0.0,1.8,81.0,1,0
2026-08-17 00:00:00,64,16.5,0.0,3.9,78.0,1,0
2026-08-17 01:00:00,0,16.2,0.0,4.9,81.1,1,0
2026-08-17 02:00:00,0,15.9,0.0,5.6,96.3,1,0
2026-08-17 03:00:00,0,15.0,0.0,6.2,92.7,1,0
2026-08-17 04:00:00,0,14.0,0.0,5.8,100.0,1,0
2026-08-17 05:00:00,27,13.1,0.0,4.9,100.0,1,0
2026-08-17 06:00:00,123,12.8,0.1,1.7,100.0,1,0
2026-08-17 07:00:00,482,12.7,0.0,2.1,100.0,1,0
2026-08-17 08:00:00,685,12.8,0.0,2.7,99.8,1,0
2026-08-17 09:00:00,267,13.0,0.0,3.1,98.5,1,0
2026-08-17 10:00:00,192,14.1,0.0,2.3,94.9,1,0
2026-08-17 11:00:00,222,15.4,0.0,1.7,64.5,1,0
2026-08-17 12:00:00,236,16.4,0.0,1.2,38.4,1,0
2026-08-17 13:00:00,254,17.4,0.0,1.6,10.6,1,0
2026-08-17 14:00:00,336,18.4,0.0,2.7,6.1,1,0
2026-08-17 15:00:00,606,19.3,0.0,2.6,6.1,1,0
2026-08-17 16:00:00,791,20.0,0.0,1.6,8.9,1,0
2026-08-17 17:00:00,646,20.4,0.0,1.8,27.0,1,0
2026-08-17 18:00:00,509,20.2,0.0,2.9,54.6,1,0
2026-08-17 19:00:00,397,19.6,0.0,2.9,37.4,1,0
2026-08-17 20:00:00,338,18.4,0.0,2.1,14.9,1,0
2026-08-17 21:00:00,259,16.7,0.0,2.6,1.8,1,0
2026-08-17 22:00:00,183,15.5,0.0,3.2,2.9,1,0
2026-08-17 23:00:00,127,14.9,0.0,3.4,17.4,1,0
2026-08-18 00:00:00,48,14.1,0.0,4.0,27.1,0,0
2026-08-18 01:00:00,0,13.7,0.0,3.7,49.9,0,0
2026-08-18 02:00:00,0,13.4,0.0,3.4,54.6,0,0
2026-08-18 03:00:00,0,13.1,0.0,2.7,67.9,0,0
2026-08-18 04:00:00,0,12.6,0.0,2.0,60.2,0,0
2026-08-18 05:00:00,42,11.9,0.0,1.8,35.7,0,0
2026-08-18 06:00:00,173,11.3,0.0,1.5,34.6,0,0
2026-08-18 07:00:00,556,11.7,0.0,1.6,95.1,0,0
2026-08-18 08:00:00,752,12.8,0.0,2.0,97.2,0,0
2026-08-18 09:00:00,294,13.666666666666668,0.0,1.9666666666666668,89.85000000000001,0,0
