hour,predicted_trips,temp_c,precip_mm,wind_speed_ms,cloud_area_fraction,is_school_holiday,is_national_holiday
2026-07-15 04:00:00,0,16.7,0.0,1.2,97.9,1,0
2026-07-15 05:00:00,21,16.5,0.0,1.8,67.5,1,0
2026-07-15 06:00:00,81,17.7,0.0,2.0,73.5,1,0
2026-07-15 07:00:00,226,20.0,0.0,2.0,17.4,1,0
2026-07-15 08:00:00,314,22.1,0.0,2.3,88.4,1,0
2026-07-15 09:00:00,214,23.4,0.0,1.9,98.0,1,0
2026-07-15 10:00:00,196,24.8,0.0,2.0,99.8,1,0
2026-07-15 11:00:00,234,26.3,0.0,2.1,98.4,1,0
2026-07-15 12:00:00,238,27.4,0.0,1.9,99.7,1,0
2026-07-15 13:00:00,254,28.9,0.0,1.2,96.9,1,0
2026-07-15 14:00:00,325,29.9,0.0,2.0,71.9,1,0
2026-07-15 15:00:00,453,30.7,0.0,2.5,51.3,1,0
2026-07-15 16:00:00,502,31.2,0.0,2.6,40.5,1,0
2026-07-15 17:00:00,455,31.5,0.0,2.5,65.8,1,0
2026-07-15 18:00:00,375,31.4,0.0,2.4,83.8,1,0
2026-07-15 19:00:00,315,30.9,0.0,2.5,82.9,1,0
2026-07-15 20:00:00,270,30.0,0.0,2.5,64.9,1,0
2026-07-15 21:00:00,230,28.9,0.0,2.2,52.4,1,0
2026-07-15 22:00:00,196,27.2,0.0,2.0,91.3,1,0
2026-07-15 23:00:00,170,25.3,0.0,1.4,85.6,1,0
2026-07-16 00:00:00,94,23.9,0.0,1.4,71.2,1,0
2026-07-16 01:00:00,0,22.6,0.0,0.9,54.8,1,0
2026-07-16 02:00:00,0,21.2,0.0,1.5,31.5,1,0
2026-07-16 03:00:00,0,20.3,0.0,1.7,11.0,1,0
2026-07-16 04:00:00,0,19.6,0.0,1.0,17.7,1,0
2026-07-16 05:00:00,27,18.7,0.0,1.0,24.3,1,0
2026-07-16 06:00:00,77,19.4,0.0,1.3,59.2,1,0
2026-07-16 07:00:00,216,21.6,0.0,1.1,71.4,1,0
2026-07-16 08:00:00,306,22.8,0.0,1.2,64.8,1,0
2026-07-16 09:00:00,228,24.1,0.0,1.3,57.7,1,0
2026-07-16 10:00:00,224,25.8,0.0,1.6,54.0,1,0
2026-07-16 11:00:00,268,27.5,0.0,2.2,62.6,1,0
2026-07-16 12:00:00,265,28.9,0.0,2.4,82.1,1,0
2026-07-16 13:00:00,278,30.4,0.0,2.6,89.8,1,0
2026-07-16 14:00:00,327,31.6,0.0,2.8,74.1,1,0
2026-07-16 15:00:00,444,32.1,0.0,3.7,50.6,1,0
2026-07-16 16:00:00,487,32.1,0.0,3.9,47.0,1,0
2026-07-16 17:00:00,443,31.8,0.0,3.8,44.5,1,0
2026-07-16 18:00:00,341,31.5,0.0,4.0,93.5,1,0
2026-07-16 19:00:00,263,30.8,0.0,4.0,99.7,1,0
2026-07-16 20:00:00,227,29.8,0.0,3.9,98.7,1,0
2026-07-16 21:00:00,202,28.6,0.0,3.9,96.2,1,0
2026-07-16 22:00:00,193,27.1,0.0,3.5,96.9,1,0
2026-07-16 23:00:00,164,25.8,0.0,2.9,98.1,1,0
2026-07-17 00:00:00,97,24.9,0.0,2.4,97.9,1,0
2026-07-17 01:00:00,0,23.9,0.0,2.0,99.0,1,0
2026-07-17 02:00:00,0,22.8,0.0,1.9,99.6,1,0
2026-07-17 03:00:00,0,22.1,0.0,2.1,99.9,1,0
2026-07-17 04:00:00,0,21.4,0.0,2.0,100.0,1,0
2026-07-17 05:00:00,18,20.8,0.0,2.1,99.9,1,0
2026-07-17 06:00:00,67,20.9,0.0,2.4,76.6,1,0
2026-07-17 07:00:00,189,21.1,0.0,2.4,28.7,1,0
2026-07-17 08:00:00,278,22.0,0.0,2.4,67.7,1,0
2026-07-17 09:00:00,233,23.2,0.0,2.783333333333333,63.833333333333336,1,0
2026-07-17 10:00:00,233,24.4,0.0,3.1666666666666665,59.96666666666667,1,0
2026-07-17 11:00:00,277,25.6,0.0,3.55,56.1,1,0
2026-07-17 12:00:00,286,26.8,0.0,3.9333333333333336,52.233333333333334,1,0
2026-07-17 13:00:00,310,28.0,0.0,4.316666666666666,48.36666666666667,1,0
2026-07-17 14:00:00,357,29.2,0.0,4.7,44.5,1,0
2026-07-17 15:00:00,398,28.5,0.39999999999999997,4.466666666666667,42.55,1,0
2026-07-17 16:00:00,354,27.8,0.7999999999999999,4.233333333333333,40.6,1,0
2026-07-17 17:00:00,350,27.1,1.2,4.0,38.65,1,0
2026-07-17 18:00:00,290,26.4,1.5999999999999999,3.7666666666666666,36.699999999999996,1,0
2026-07-17 19:00:00,241,25.7,2.0,3.533333333333333,34.75,1,0
2026-07-17 20:00:00,196,25.0,2.4,3.3,32.8,1,0
2026-07-17 21:00:00,173,23.7,2.5,3.4166666666666665,43.86666666666667,1,0
2026-07-17 22:00:00,165,22.4,2.6,3.533333333333333,54.93333333333334,1,0
2026-07-17 23:00:00,163,21.1,2.7,3.65,66.0,1,0
2026-07-18 00:00:00,99,19.8,2.8,3.7666666666666666,77.06666666666666,1,0
2026-07-18 01:00:00,0,18.5,2.9,3.8833333333333333,88.13333333333333,1,0
2026-07-18 02:00:00,0,17.2,3.0,4.0,99.2,1,0
2026-07-18 03:00:00,0,16.666666666666664,2.85,4.266666666666667,99.33333333333334,1,0
2026-07-18 04:00:00,0,16.133333333333333,2.7,4.533333333333333,99.46666666666667,1,0
2026-07-18 05:00:00,0,15.6,2.55,4.8,99.6,1,0
2026-07-18 06:00:00,0,15.066666666666666,2.4,5.066666666666666,99.73333333333333,1,0
2026-07-18 07:00:00,8,14.533333333333333,2.25,5.333333333333333,99.86666666666667,1,0
2026-07-18 08:00:00,30,14.0,2.1,5.6,100.0,1,0
2026-07-18 09:00:00,53,14.416666666666666,1.75,5.533333333333333,100.0,1,0
2026-07-18 10:00:00,61,14.833333333333334,1.4,5.466666666666667,100.0,1,0
2026-07-18 11:00:00,78,15.25,1.05,5.3999999999999995,100.0,1,0
2026-07-18 12:00:00,84,15.666666666666666,0.7,5.333333333333333,100.0,1,0
2026-07-18 13:00:00,113,16.083333333333332,0.34999999999999987,5.266666666666667,100.0,1,0
2026-07-18 14:00:00,199,16.5,0.0,5.2,100.0,1,0
2026-07-18 15:00:00,266,16.666666666666668,0.0,5.033333333333333,99.73333333333333,1,0
2026-07-18 16:00:00,259,16.833333333333332,0.0,4.866666666666667,99.46666666666667,1,0
2026-07-18 17:00:00,260,17.0,0.0,4.7,99.2,1,0
2026-07-18 18:00:00,243,17.166666666666668,0.0,4.533333333333333,98.93333333333334,1,0
2026-07-18 19:00:00,203,17.333333333333332,0.0,4.366666666666667,98.66666666666667,1,0
2026-07-18 20:00:00,166,17.5,0.0,4.2,98.4,1,0
2026-07-18 21:00:00,150,16.75,0.0,4.3,82.78333333333335,1,0
2026-07-18 22:00:00,143,16.0,0.0,4.4,67.16666666666667,1,0
2026-07-18 23:00:00,166,15.25,0.0,4.5,51.55000000000001,1,0
2026-07-19 00:00:00,130,14.5,0.0,4.6,35.933333333333344,1,0
2026-07-19 01:00:00,0,13.75,0.0,4.7,20.316666666666677,1,0
2026-07-19 02:00:00,0,13.0,0.0,4.8,4.7,1,0
2026-07-19 03:00:00,0,13.016666666666666,0.0,4.783333333333333,4.566666666666666,1,0
2026-07-19 04:00:00,0,13.033333333333333,0.0,4.766666666666667,4.433333333333334,1,0
2026-07-19 05:00:00,14,13.05,0.0,4.75,4.3,1,0
2026-07-19 06:00:00,13,13.066666666666666,0.0,4.733333333333333,4.166666666666667,1,0
2026-07-19 07:00:00,30,13.083333333333332,0.0,4.716666666666667,4.033333333333333,1,0
2026-07-19 08:00:00,42,13.1,0.0,4.7,3.9,1,0
2026-07-19 09:00:00,99,14.233333333333333,0.0,4.583333333333334,4.949999999999999,1,0
2026-07-19 10:00:00,153,15.366666666666665,0.0,4.466666666666667,6.0,1,0
2026-07-19 11:00:00,205,16.5,0.0,4.3500000000000005,7.05,1,0
2026-07-19 12:00:00,264,17.633333333333333,0.0,4.233333333333333,8.1,1,0
2026-07-19 13:00:00,298,18.766666666666666,0.0,4.116666666666667,9.149999999999999,1,0
2026-07-19 14:00:00,304,19.9,0.0,4.0,10.2,1,0
2026-07-19 15:00:00,310,19.616666666666667,0.0,3.8666666666666667,10.516666666666666,1,0
2026-07-19 16:00:00,309,19.333333333333332,0.0,3.7333333333333334,10.833333333333332,1,0
2026-07-19 17:00:00,308,19.049999999999997,0.0,3.6,11.15,1,0
2026-07-19 18:00:00,284,18.766666666666666,0.0,3.466666666666667,11.466666666666667,1,0
2026-07-19 19:00:00,244,18.483333333333334,0.0,3.3333333333333335,11.783333333333333,1,0
2026-07-19 20:00:00,212,18.2,0.0,3.2,12.1,1,0
2026-07-19 21:00:00,162,17.28333333333333,0.0,3.25,11.783333333333333,1,0
2026-07-19 22:00:00,129,16.366666666666667,0.0,3.3000000000000003,11.466666666666667,1,0
2026-07-19 23:00:00,117,15.45,0.0,3.35,11.149999999999999,1,0
2026-07-20 00:00:00,50,14.533333333333333,0.0,3.4,10.833333333333332,1,0
2026-07-20 01:00:00,0,13.616666666666667,0.0,3.45,10.516666666666666,1,0
2026-07-20 02:00:00,0,12.7,0.0,3.5,10.2,1,0
2026-07-20 03:00:00,0,12.933333333333332,0.0,3.466666666666667,10.65,1,0
2026-07-20 04:00:00,0,13.166666666666666,0.0,3.433333333333333,11.1,1,0
2026-07-20 05:00:00,16,13.399999999999999,0.0,3.4,11.55,1,0
2026-07-20 06:00:00,75,13.633333333333333,0.0,3.3666666666666667,12.0,1,0
2026-07-20 07:00:00,255,13.866666666666665,0.0,3.333333333333333,12.45,1,0
2026-07-20 08:00:00,344,14.1,0.0,3.3,12.9,1,0
2026-07-20 09:00:00,208,15.066666666666666,0.0,3.1166666666666667,16.866666666666667,1,0
2026-07-20 10:00:00,190,16.03333333333333,0.0,2.933333333333333,20.833333333333336,1,0
2026-07-20 11:00:00,213,17.0,0.0,2.75,24.800000000000004,1,0
2026-07-20 12:00:00,222,17.966666666666665,0.0,2.5666666666666664,28.766666666666673,1,0
2026-07-20 13:00:00,247,18.933333333333334,0.0,2.3833333333333333,32.73333333333334,1,0
2026-07-20 14:00:00,297,19.9,0.0,2.2,36.7,1,0
